"Status";"Amount";"Customer";"Pipeline status";"Status";"Creation date";"Closing date";"Product";"Country";"Sales person";"Prob"
"RED";"14,383.587";"Company 1";"EARLY";"SHORT LISTED";"09/05/2010 08:35:23";"25/08/2010 08:35:23";"PRODUCT 8";"Japan";"Jamie Gilbeau";"9.851"
"YELLOW";"14,694.516";"Company 9";"EARLY";"LOST";"22/06/2010 16:10:23";"29/09/2010 16:10:23";"PRODUCT 6";"Germany";"Jamie Gilbeau";"58.392"
"GREEN";"11,995.317";"Company 4";"STANDBY";"VERBAL COMMITMENT";"21/06/2010 23:09:23";"30/09/2010 23:09:23";"PRODUCT 6";"Australia";"Kathrine Janas";"95.146"
"GREY";"9,219.638";"Company 4";"STANDBY";"DEMO";"15/06/2010 07:38:23";"16/10/2010 07:38:23";"PRODUCT 8";"Japan";"Neva Hunger";"37.124"
"GREEN";"14,882.138";"Company 7";"STANDBY";"LOST";"24/06/2010 08:39:23";"01/11/2010 08:39:23";"PRODUCT 3";"Italy";"Jerri Preble";"78.997"
"GREEN";"12,393.225";"Company 2";"STANDBY";"STANDBY";"08/06/2010 11:48:23";"08/10/2010 11:48:23";"PRODUCT 2";"Switzerland";"Julio Burdge";"99.766"
"GREY";"8,413.042";"Company 1";"STANDBY";"DEMO";"12/06/2010 00:30:23";"04/10/2010 00:30:23";"PRODUCT 3";"South Korea";"Nita Marling";"35.747"
"RED";"11,850.161";"Company 1";"ADVANCED";"STANDBY";"26/06/2010 07:21:23";"30/09/2010 07:21:23";"PRODUCT 6";"Turkey";"Neva Hunger";"17.133"
"GREEN";"13,860.469";"Company 1";"STANDBY";"LOST";"08/06/2010 09:54:23";"08/10/2010 09:54:23";"PRODUCT 7";"United Kingdom";"Jerri Preble";"90.404"
"YELLOW";"12,951.698";"Company 6";"ADVANCED";"SHORT LISTED";"24/06/2010 15:17:23";"24/10/2010 15:17:23";"PRODUCT 2";"China";"Kathrine Janas";"73.851"
"RED";"12,049.079";"Company 6";"EARLY";"QUALIFIED";"25/06/2010 09:59:23";"14/10/2010 09:59:23";"PRODUCT 11";"India";"Darryl Innes";"18.47"
"YELLOW";"14,127.588";"Company 3";"EARLY";"SHORT LISTED";"02/06/2010 00:03:23";"17/09/2010 00:03:23";"PRODUCT 6";"Norway";"Darryl Innes";"71.509"
"YELLOW";"9,766.244";"Company 3";"STANDBY";"SHORT LISTED";"05/06/2010 03:56:23";"26/09/2010 03:56:23";"PRODUCT 8";"Spain";"Nita Marling";"64.914"
"GREEN";"14,729.938";"Company 1";"ADVANCED";"QUALIFIED";"13/06/2010 21:36:23";"27/09/2010 21:36:23";"PRODUCT 8";"Italy";"Roxie Foraker";"75.955"
"GREY";"14,434.258";"Company 3";"EARLY";"VERBAL COMMITMENT";"31/05/2010 20:54:23";"30/08/2010 20:54:23";"PRODUCT 5";"Switzerland";"Darryl Innes";"32.288"
"YELLOW";"9,898.776";"Company 4";"STANDBY";"CONTACTED";"04/06/2010 10:19:23";"11/10/2010 10:19:23";"PRODUCT 4";"Saudi Arabia";"Darryl Innes";"58.726"
"GREEN";"11,544.268";"Company 1";"EARLY";"DEMO";"17/06/2010 07:00:23";"10/10/2010 07:00:23";"PRODUCT 2";"Canada";"Julio Burdge";"87.978"
"GREEN";"10,939.341";"Company 5";"ADVANCED";"VERBAL COMMITMENT";"12/06/2010 11:50:23";"17/09/2010 11:50:23";"PRODUCT 10";"Brazil";"Darryl Innes";"82.626"
"GREY";"11,351.921";"Company 7";"STANDBY";"STANDBY";"04/06/2010 08:55:23";"20/09/2010 08:55:23";"PRODUCT 7";"France";"Nita Marling";"40.601"
"GREEN";"10,711.092";"Company 2";"EARLY";"VERBAL COMMITMENT";"12/06/2010 13:51:23";"01/10/2010 13:51:23";"PRODUCT 4";"Sweden";"Julio Burdge";"81.436"
"GREY";"14,334.732";"Company 4";"EARLY";"QUALIFIED";"22/06/2010 03:39:23";"22/09/2010 03:39:23";"PRODUCT 7";"Netherlands";"Jamie Gilbeau";"35.54"
"GREEN";"9,528.434";"Company 4";"ADVANCED";"STANDBY";"31/05/2010 03:42:23";"06/09/2010 03:42:23";"PRODUCT 1";"United Kingdom";"Julio Burdge";"83.777"
"RED";"10,911.168";"Company 8";"EARLY";"DEMO";"14/06/2010 05:35:23";"28/09/2010 05:35:23";"PRODUCT 1";"Brazil";"Roxie Foraker";"19.616"
"GREY";"14,073.16";"Company 5";"EARLY";"QUALIFIED";"13/06/2010 17:52:23";"21/10/2010 17:52:23";"PRODUCT 10";"Australia";"Nita Marling";"31.098"
"RED";"11,921.453";"Company 5";"ADVANCED";"LOST";"13/06/2010 09:32:23";"05/10/2010 09:32:23";"PRODUCT 10";"Mexico";"Nita Marling";"24.911"
"GREY";"12,818.619";"Company 6";"STANDBY";"VERBAL COMMITMENT";"22/06/2010 20:49:23";"21/10/2010 20:49:23";"PRODUCT 1";"United Kingdom";"Jamie Gilbeau";"39.819"
"RED";"8,370.094";"Company 7";"EARLY";"CONTACTED";"05/06/2010 19:06:23";"14/10/2010 19:06:23";"PRODUCT 8";"United States";"Darryl Innes";"21.722"
"YELLOW";"8,465.598";"Company 6";"EARLY";"DEMO";"20/06/2010 23:49:23";"04/10/2010 23:49:23";"PRODUCT 4";"Spain";"Kathrine Janas";"57.606"
"GREEN";"10,930.118";"Company 8";"EARLY";"WIN";"25/06/2010 15:44:23";"22/10/2010 15:44:23";"PRODUCT 1";"Spain";"Jerri Preble";"90.656"
"YELLOW";"12,889.918";"Company 9";"EARLY";"LOST";"06/06/2010 22:55:23";"12/10/2010 22:55:23";"PRODUCT 8";"Australia";"Nita Marling";"63.787"
"YELLOW";"11,709.038";"Company 2";"ADVANCED";"QUALIFIED";"15/06/2010 18:43:23";"16/09/2010 18:43:23";"PRODUCT 8";"Switzerland";"Roxie Foraker";"63.873"
"YELLOW";"8,101.763";"Company 4";"STANDBY";"CONTACTED";"01/07/2010 21:16:23";"23/10/2010 21:16:23";"PRODUCT 3";"Poland";"Jerri Preble";"63.917"
"GREEN";"11,776.527";"Company 6";"EARLY";"LOST";"11/07/2010 23:39:23";"13/10/2010 23:39:23";"PRODUCT 8";"Russia";"Nita Marling";"85.462"
"GREY";"9,716.711";"Company 4";"STANDBY";"STANDBY";"27/07/2010 09:43:23";"02/12/2010 09:43:23";"PRODUCT 8";"Spain";"Neva Hunger";"28.471"
"GREY";"12,953.82";"Company 3";"EARLY";"QUALIFIED";"01/07/2010 02:59:23";"02/10/2010 02:59:23";"PRODUCT 11";"Sweden";"Neva Hunger";"40.965"
"GREY";"12,438.495";"Company 9";"STANDBY";"SHORT LISTED";"11/07/2010 13:09:23";"08/11/2010 13:09:23";"PRODUCT 11";"Russia";"Roxie Foraker";"25.685"
"RED";"12,364.831";"Company 8";"EARLY";"LOST";"26/07/2010 08:36:23";"03/12/2010 08:36:23";"PRODUCT 6";"United States";"Roxie Foraker";"6.028"
"GREEN";"10,053.479";"Company 8";"EARLY";"VERBAL COMMITMENT";"10/07/2010 13:58:23";"13/10/2010 13:58:23";"PRODUCT 4";"Poland";"Darryl Innes";"98.54"
"YELLOW";"10,248.985";"Company 2";"EARLY";"VERBAL COMMITMENT";"26/07/2010 20:02:23";"19/11/2010 20:02:23";"PRODUCT 1";"Netherlands";"Darryl Innes";"64.215"
"GREY";"9,436.853";"Company 9";"STANDBY";"QUALIFIED";"22/07/2010 05:30:23";"21/10/2010 05:30:23";"PRODUCT 10";"Switzerland";"Jerri Preble";"35.882"
"GREY";"13,535.778";"Company 9";"STANDBY";"SHORT LISTED";"23/07/2010 10:04:23";"29/11/2010 10:04:23";"PRODUCT 11";"Netherlands";"Neva Hunger";"43.936"
"GREEN";"14,070.547";"Company 3";"ADVANCED";"STANDBY";"11/07/2010 18:48:23";"18/11/2010 18:48:23";"PRODUCT 6";"Poland";"Nita Marling";"87.679"
"RED";"10,681.045";"Company 9";"STANDBY";"QUALIFIED";"24/07/2010 22:15:23";"11/11/2010 22:15:23";"PRODUCT 10";"Japan";"Jamie Gilbeau";"24.54"
"YELLOW";"8,572.863";"Company 7";"EARLY";"WIN";"24/07/2010 07:56:23";"14/11/2010 07:56:23";"PRODUCT 2";"Russia";"Julio Burdge";"74.433"
"YELLOW";"12,264.955";"Company 2";"EARLY";"SHORT LISTED";"18/07/2010 21:59:23";"29/10/2010 21:59:23";"PRODUCT 8";"Saudi Arabia";"Jamie Gilbeau";"61.532"
"GREY";"10,739.827";"Company 8";"STANDBY";"QUALIFIED";"05/07/2010 17:40:23";"04/10/2010 17:40:23";"PRODUCT 2";"Poland";"Julio Burdge";"40.712"
"GREEN";"13,851.721";"Company 7";"ADVANCED";"LOST";"27/07/2010 02:19:23";"13/11/2010 02:19:23";"PRODUCT 6";"Sweden";"Kathrine Janas";"80.937"
"RED";"12,598.259";"Company 3";"STANDBY";"CONTACTED";"11/07/2010 02:42:23";"08/11/2010 02:42:23";"PRODUCT 11";"Indonesia";"Kathrine Janas";"2.843"
"GREEN";"10,611.029";"Company 8";"ADVANCED";"SHORT LISTED";"07/07/2010 18:36:23";"16/11/2010 18:36:23";"PRODUCT 7";"Australia";"Jerri Preble";"92.806"
"GREY";"9,970.561";"Company 5";"EARLY";"WIN";"21/07/2010 08:15:23";"19/10/2010 08:15:23";"PRODUCT 1";"Russia";"Neva Hunger";"40.731"
"YELLOW";"11,201.186";"Company 5";"ADVANCED";"LOST";"16/07/2010 23:53:23";"31/10/2010 23:53:23";"PRODUCT 11";"India";"Roxie Foraker";"73.859"
"GREEN";"12,051.224";"Company 3";"EARLY";"LOST";"20/07/2010 22:58:23";"22/11/2010 22:58:23";"PRODUCT 1";"Russia";"Darryl Innes";"83.827"
"YELLOW";"12,413.988";"Company 6";"STANDBY";"VERBAL COMMITMENT";"05/07/2010 15:40:23";"18/10/2010 15:40:23";"PRODUCT 2";"Belgium";"Nita Marling";"69.271"
"GREY";"13,495.058";"Company 6";"EARLY";"VERBAL COMMITMENT";"02/07/2010 01:52:23";"12/10/2010 01:52:23";"PRODUCT 3";"Spain";"Neva Hunger";"41.229"
"YELLOW";"8,081.306";"Company 8";"STANDBY";"DEMO";"11/07/2010 21:34:23";"02/11/2010 21:34:23";"PRODUCT 8";"Poland";"Julio Burdge";"63.598"
"GREY";"9,517.132";"Company 3";"STANDBY";"CONTACTED";"22/07/2010 20:37:23";"03/11/2010 20:37:23";"PRODUCT 6";"Switzerland";"Roxie Foraker";"25.934"
"YELLOW";"14,743.387";"Company 3";"EARLY";"WIN";"24/07/2010 05:58:23";"27/10/2010 05:58:23";"PRODUCT 7";"Germany";"Julio Burdge";"70.842"
"RED";"8,504.442";"Company 9";"EARLY";"DEMO";"09/07/2010 11:12:23";"08/11/2010 11:12:23";"PRODUCT 1";"Germany";"Julio Burdge";"23.223"
"GREEN";"12,578.882";"Company 5";"STANDBY";"SHORT LISTED";"04/07/2010 20:42:23";"12/10/2010 20:42:23";"PRODUCT 8";"Saudi Arabia";"Jamie Gilbeau";"93.66"
"YELLOW";"10,639.29";"Company 5";"ADVANCED";"WIN";"10/07/2010 18:10:23";"31/10/2010 18:10:23";"PRODUCT 8";"Japan";"Julio Burdge";"53.185"
"RED";"8,096.586";"Company 4";"ADVANCED";"LOST";"02/07/2010 05:23:23";"10/11/2010 05:23:23";"PRODUCT 3";"Russia";"Roxie Foraker";"1.711"
"GREEN";"12,034.391";"Company 9";"EARLY";"STANDBY";"18/08/2010 14:43:23";"08/12/2010 14:43:23";"PRODUCT 11";"Spain";"Roxie Foraker";"77.389"
"GREEN";"12,088.895";"Company 1";"EARLY";"CONTACTED";"10/08/2010 20:28:23";"03/12/2010 20:28:23";"PRODUCT 8";"Japan";"Julio Burdge";"79.146"
"GREEN";"9,879.684";"Company 3";"STANDBY";"STANDBY";"03/08/2010 18:42:23";"21/11/2010 18:42:23";"PRODUCT 8";"Japan";"Jerri Preble";"99.692"
"GREEN";"13,346.994";"Company 9";"ADVANCED";"STANDBY";"17/08/2010 14:35:23";"25/11/2010 14:35:23";"PRODUCT 5";"China";"Darryl Innes";"91.233"
"RED";"12,100.88";"Company 1";"ADVANCED";"SHORT LISTED";"20/08/2010 02:12:23";"20/11/2010 02:12:23";"PRODUCT 2";"France";"Darryl Innes";"11.186"
"RED";"14,637.745";"Company 3";"EARLY";"QUALIFIED";"18/08/2010 14:17:23";"17/12/2010 14:17:23";"PRODUCT 11";"United Kingdom";"Julio Burdge";"20.131"
"GREY";"13,029.714";"Company 3";"EARLY";"CONTACTED";"14/08/2010 02:25:23";"15/11/2010 02:25:23";"PRODUCT 2";"Poland";"Jerri Preble";"29.293"
"RED";"8,442.313";"Company 6";"STANDBY";"STANDBY";"05/08/2010 08:25:23";"01/12/2010 08:25:23";"PRODUCT 8";"Canada";"Julio Burdge";"19.799"
"GREEN";"8,585.925";"Company 1";"ADVANCED";"LOST";"08/08/2010 15:44:23";"25/11/2010 15:44:23";"PRODUCT 2";"Australia";"Kathrine Janas";"80.989"
"GREY";"14,956.495";"Company 8";"EARLY";"QUALIFIED";"11/08/2010 16:21:23";"13/11/2010 16:21:23";"PRODUCT 8";"China";"Julio Burdge";"40.043"
"GREEN";"12,470.945";"Company 2";"STANDBY";"LOST";"07/08/2010 12:46:23";"03/12/2010 12:46:23";"PRODUCT 11";"Spain";"Darryl Innes";"80.181"
"YELLOW";"10,852.777";"Company 5";"STANDBY";"SHORT LISTED";"19/08/2010 11:38:23";"02/12/2010 11:38:23";"PRODUCT 3";"China";"Neva Hunger";"69.715"
"GREY";"13,873.321";"Company 3";"STANDBY";"STANDBY";"02/08/2010 21:55:23";"07/12/2010 21:55:23";"PRODUCT 5";"Mexico";"Neva Hunger";"49.214"
"GREY";"11,304.11";"Company 7";"EARLY";"LOST";"10/08/2010 04:47:23";"13/11/2010 04:47:23";"PRODUCT 4";"France";"Neva Hunger";"49.039"
"GREY";"13,185.841";"Company 9";"STANDBY";"QUALIFIED";"25/08/2010 07:02:23";"13/12/2010 07:02:23";"PRODUCT 10";"Australia";"Roxie Foraker";"34.529"
"RED";"14,769.396";"Company 9";"ADVANCED";"DEMO";"15/08/2010 23:33:23";"24/12/2010 23:33:23";"PRODUCT 8";"Turkey";"Roxie Foraker";"1.087"
"YELLOW";"13,234.388";"Company 4";"ADVANCED";"SHORT LISTED";"13/08/2010 05:08:23";"26/11/2010 05:08:23";"PRODUCT 4";"Brazil";"Nita Marling";"66.45"
"GREY";"10,040.704";"Company 8";"ADVANCED";"DEMO";"06/08/2010 09:04:23";"17/12/2010 09:04:23";"PRODUCT 11";"United States";"Jamie Gilbeau";"32.389"
"RED";"11,518.511";"Company 6";"STANDBY";"CONTACTED";"25/08/2010 03:32:23";"23/12/2010 03:32:23";"PRODUCT 1";"United Kingdom";"Jamie Gilbeau";"13.123"
"YELLOW";"14,052.197";"Company 3";"STANDBY";"CONTACTED";"20/08/2010 04:44:23";"25/11/2010 04:44:23";"PRODUCT 5";"Turkey";"Jamie Gilbeau";"52.692"
"GREEN";"10,963.712";"Company 6";"STANDBY";"VERBAL COMMITMENT";"02/08/2010 13:16:23";"01/11/2010 13:16:23";"PRODUCT 2";"Norway";"Roxie Foraker";"78.586"
"YELLOW";"10,950.78";"Company 5";"ADVANCED";"SHORT LISTED";"09/08/2010 06:36:23";"07/12/2010 06:36:23";"PRODUCT 1";"Australia";"Julio Burdge";"63.851"
"GREEN";"10,685.454";"Company 7";"EARLY";"VERBAL COMMITMENT";"03/08/2010 00:42:23";"27/11/2010 00:42:23";"PRODUCT 8";"Saudi Arabia";"Jamie Gilbeau";"94.987"
"YELLOW";"12,928.469";"Company 3";"EARLY";"STANDBY";"27/08/2010 19:08:23";"16/12/2010 19:08:23";"PRODUCT 8";"India";"Jamie Gilbeau";"67.864"
"YELLOW";"8,264.886";"Company 3";"STANDBY";"LOST";"20/08/2010 15:34:23";"28/11/2010 15:34:23";"PRODUCT 7";"India";"Julio Burdge";"58.94"
"GREY";"8,316.472";"Company 3";"ADVANCED";"STANDBY";"01/08/2010 13:46:23";"23/11/2010 13:46:23";"PRODUCT 8";"Turkey";"Jerri Preble";"44.05"
"YELLOW";"10,036.294";"Company 4";"STANDBY";"STANDBY";"10/08/2010 14:05:23";"19/12/2010 14:05:23";"PRODUCT 2";"Netherlands";"Roxie Foraker";"62.017"
"GREY";"10,441.001";"Company 4";"STANDBY";"VERBAL COMMITMENT";"20/08/2010 02:28:23";"26/11/2010 02:28:23";"PRODUCT 11";"China";"Jamie Gilbeau";"45.365"
"YELLOW";"10,886.255";"Company 2";"ADVANCED";"STANDBY";"01/08/2010 02:11:23";"31/10/2010 02:11:23";"PRODUCT 8";"China";"Julio Burdge";"65.39"
"YELLOW";"14,740.786";"Company 9";"EARLY";"DEMO";"02/08/2010 06:30:23";"03/12/2010 06:30:23";"PRODUCT 8";"United Kingdom";"Roxie Foraker";"63.859"
"YELLOW";"10,064.529";"Company 4";"ADVANCED";"VERBAL COMMITMENT";"27/09/2010 06:36:23";"22/01/2011 06:36:23";"PRODUCT 1";"Turkey";"Jerri Preble";"68.605"
"RED";"14,646.327";"Company 6";"EARLY";"VERBAL COMMITMENT";"26/09/2010 11:22:23";"15/01/2011 11:22:23";"PRODUCT 10";"China";"Julio Burdge";"15.273"
"RED";"10,506.655";"Company 1";"ADVANCED";"LOST";"06/09/2010 14:07:23";"09/12/2010 14:07:23";"PRODUCT 1";"Switzerland";"Julio Burdge";"22.501"
"GREEN";"9,720.845";"Company 2";"STANDBY";"STANDBY";"01/09/2010 23:34:23";"03/12/2010 23:34:23";"PRODUCT 5";"Indonesia";"Roxie Foraker";"92.778"
"GREY";"12,168.271";"Company 6";"EARLY";"VERBAL COMMITMENT";"10/09/2010 14:09:23";"06/01/2011 14:09:23";"PRODUCT 5";"Japan";"Julio Burdge";"36.269"
"GREY";"9,562.968";"Company 5";"EARLY";"VERBAL COMMITMENT";"22/09/2010 13:50:23";"25/12/2010 13:50:23";"PRODUCT 3";"Canada";"Roxie Foraker";"39.854"
"GREY";"9,871.155";"Company 3";"EARLY";"WIN";"18/09/2010 19:29:23";"21/01/2011 19:29:23";"PRODUCT 8";"Australia";"Roxie Foraker";"28.653"
"GREEN";"8,971.127";"Company 8";"EARLY";"VERBAL COMMITMENT";"26/09/2010 17:04:23";"01/01/2011 17:04:23";"PRODUCT 11";"Saudi Arabia";"Jamie Gilbeau";"92.309"
"YELLOW";"13,160.984";"Company 1";"ADVANCED";"VERBAL COMMITMENT";"18/09/2010 16:52:23";"25/12/2010 16:52:23";"PRODUCT 10";"Spain";"Kathrine Janas";"73.285"
"GREY";"14,869.673";"Company 9";"STANDBY";"SHORT LISTED";"04/09/2010 08:34:23";"11/01/2011 08:34:23";"PRODUCT 1";"Switzerland";"Roxie Foraker";"39.442"
"GREEN";"14,676.805";"Company 6";"STANDBY";"CONTACTED";"02/09/2010 09:10:23";"14/12/2010 09:10:23";"PRODUCT 7";"Sweden";"Jerri Preble";"88.172"
"YELLOW";"9,496.714";"Company 7";"ADVANCED";"LOST";"20/09/2010 21:36:23";"23/01/2011 21:36:23";"PRODUCT 2";"Russia";"Darryl Innes";"54.341"
"RED";"8,532.235";"Company 2";"EARLY";"DEMO";"12/09/2010 03:07:23";"17/12/2010 03:07:23";"PRODUCT 11";"Mexico";"Neva Hunger";"19.313"
"GREY";"14,353.664";"Company 1";"EARLY";"QUALIFIED";"23/09/2010 12:28:23";"03/02/2011 12:28:23";"PRODUCT 3";"Switzerland";"Kathrine Janas";"43.323"
"YELLOW";"13,208.371";"Company 6";"ADVANCED";"DEMO";"17/09/2010 00:18:23";"29/12/2010 00:18:23";"PRODUCT 1";"Norway";"Jamie Gilbeau";"68.46"
"YELLOW";"13,416.526";"Company 2";"STANDBY";"LOST";"24/09/2010 01:48:23";"13/01/2011 01:48:23";"PRODUCT 4";"Norway";"Darryl Innes";"64.522"
"RED";"11,458.426";"Company 4";"ADVANCED";"WIN";"03/09/2010 23:12:23";"02/01/2011 23:12:23";"PRODUCT 8";"Italy";"Jerri Preble";"15.025"
"YELLOW";"12,108.874";"Company 3";"STANDBY";"DEMO";"31/08/2010 09:40:23";"30/12/2010 09:40:23";"PRODUCT 2";"Germany";"Jamie Gilbeau";"65.607"
"GREEN";"13,724.08";"Company 5";"STANDBY";"SHORT LISTED";"09/09/2010 01:36:23";"09/01/2011 01:36:23";"PRODUCT 2";"Canada";"Jamie Gilbeau";"82.118"
"GREEN";"11,536.569";"Company 5";"ADVANCED";"QUALIFIED";"18/09/2010 07:37:23";"02/01/2011 07:37:23";"PRODUCT 8";"Australia";"Julio Burdge";"90.645"
"GREEN";"10,563.546";"Company 6";"EARLY";"DEMO";"31/08/2010 12:39:23";"09/12/2010 12:39:23";"PRODUCT 8";"Canada";"Jamie Gilbeau";"96.737"
"RED";"13,484.19";"Company 4";"EARLY";"CONTACTED";"26/09/2010 15:39:23";"18/01/2011 15:39:23";"PRODUCT 1";"France";"Jamie Gilbeau";"6.109"
"GREEN";"13,591.363";"Company 4";"EARLY";"VERBAL COMMITMENT";"27/09/2010 03:13:23";"29/01/2011 03:13:23";"PRODUCT 5";"Spain";"Neva Hunger";"94.083"
"GREEN";"10,673.177";"Company 7";"ADVANCED";"CONTACTED";"05/09/2010 22:50:23";"16/12/2010 22:50:23";"PRODUCT 8";"Canada";"Julio Burdge";"96.021"
"RED";"13,429.904";"Company 6";"STANDBY";"WIN";"23/09/2010 18:29:23";"17/01/2011 18:29:23";"PRODUCT 10";"Poland";"Julio Burdge";"16.036"
"GREEN";"14,781.7";"Company 3";"ADVANCED";"LOST";"26/09/2010 07:13:23";"06/01/2011 07:13:23";"PRODUCT 3";"Mexico";"Julio Burdge";"76.233"
"YELLOW";"12,172.598";"Company 2";"EARLY";"QUALIFIED";"26/09/2010 21:36:23";"02/01/2011 21:36:23";"PRODUCT 5";"Sweden";"Kathrine Janas";"53.75"
"GREEN";"13,726.248";"Company 6";"ADVANCED";"CONTACTED";"14/09/2010 22:57:23";"18/12/2010 22:57:23";"PRODUCT 4";"South Korea";"Jamie Gilbeau";"77.861"
"GREEN";"14,858.879";"Company 6";"ADVANCED";"LOST";"07/09/2010 17:06:23";"22/12/2010 17:06:23";"PRODUCT 7";"Mexico";"Nita Marling";"84.409"
"GREY";"8,704.93";"Company 5";"EARLY";"CONTACTED";"24/09/2010 15:06:23";"17/01/2011 15:06:23";"PRODUCT 5";"Saudi Arabia";"Nita Marling";"49.843"
"YELLOW";"11,460.848";"Company 3";"STANDBY";"QUALIFIED";"20/10/2010 09:10:23";"26/02/2011 09:10:23";"PRODUCT 2";"Italy";"Jerri Preble";"52.106"
"GREY";"8,502.496";"Company 7";"STANDBY";"QUALIFIED";"24/10/2010 23:31:23";"11/02/2011 23:31:23";"PRODUCT 10";"Germany";"Julio Burdge";"30.654"
"GREY";"8,881.657";"Company 5";"STANDBY";"DEMO";"05/10/2010 01:41:23";"01/02/2011 01:41:23";"PRODUCT 2";"Norway";"Darryl Innes";"42.874"
"GREY";"12,557.087";"Company 5";"STANDBY";"QUALIFIED";"27/10/2010 01:13:23";"20/02/2011 01:13:23";"PRODUCT 5";"Turkey";"Julio Burdge";"39.148"
"RED";"11,465.608";"Company 8";"STANDBY";"LOST";"10/10/2010 06:51:23";"04/02/2011 06:51:23";"PRODUCT 7";"China";"Jamie Gilbeau";"3.854"
"GREY";"14,288.685";"Company 8";"EARLY";"LOST";"30/09/2010 01:23:23";"12/01/2011 01:23:23";"PRODUCT 11";"United States";"Neva Hunger";"34.547"
"YELLOW";"9,519.975";"Company 8";"ADVANCED";"STANDBY";"04/10/2010 19:15:23";"14/02/2011 19:15:23";"PRODUCT 4";"Indonesia";"Jamie Gilbeau";"56.603"
"GREEN";"14,189.303";"Company 8";"STANDBY";"DEMO";"08/10/2010 20:54:23";"09/01/2011 20:54:23";"PRODUCT 6";"Indonesia";"Roxie Foraker";"95.576"
"YELLOW";"14,348.544";"Company 1";"STANDBY";"WIN";"23/10/2010 12:02:23";"26/01/2011 12:02:23";"PRODUCT 11";"France";"Jerri Preble";"54.546"
"YELLOW";"11,174.874";"Company 3";"EARLY";"CONTACTED";"14/10/2010 21:46:23";"31/01/2011 21:46:23";"PRODUCT 2";"South Korea";"Jamie Gilbeau";"68.723"
"GREY";"10,296.865";"Company 5";"ADVANCED";"CONTACTED";"13/10/2010 14:08:23";"24/01/2011 14:08:23";"PRODUCT 7";"France";"Darryl Innes";"34.56"
"GREY";"10,698.876";"Company 5";"EARLY";"STANDBY";"23/10/2010 16:59:23";"11/02/2011 16:59:23";"PRODUCT 11";"Spain";"Roxie Foraker";"35.658"
"RED";"9,309.236";"Company 9";"EARLY";"LOST";"30/09/2010 11:24:23";"14/01/2011 11:24:23";"PRODUCT 5";"Brazil";"Jerri Preble";"12.711"
"GREY";"11,127.661";"Company 8";"ADVANCED";"LOST";"21/10/2010 17:32:23";"07/02/2011 17:32:23";"PRODUCT 5";"Poland";"Darryl Innes";"49.778"
"YELLOW";"8,497.392";"Company 5";"EARLY";"STANDBY";"08/10/2010 17:27:23";"06/02/2011 17:27:23";"PRODUCT 1";"Italy";"Jerri Preble";"74.121"
"GREEN";"13,877.513";"Company 6";"STANDBY";"CONTACTED";"07/10/2010 13:25:23";"30/01/2011 13:25:23";"PRODUCT 6";"Belgium";"Jamie Gilbeau";"91.903"
"RED";"8,220.922";"Company 3";"EARLY";"LOST";"12/10/2010 20:29:23";"14/01/2011 20:29:23";"PRODUCT 7";"Canada";"Roxie Foraker";"6.983"
"GREEN";"11,813.421";"Company 7";"STANDBY";"STANDBY";"10/10/2010 07:20:23";"01/02/2011 07:20:23";"PRODUCT 8";"Indonesia";"Julio Burdge";"95.104"
"GREY";"10,179.4";"Company 7";"ADVANCED";"DEMO";"30/09/2010 14:37:23";"02/02/2011 14:37:23";"PRODUCT 4";"Indonesia";"Kathrine Janas";"30.709"
"GREEN";"8,409.571";"Company 4";"EARLY";"SHORT LISTED";"25/10/2010 11:23:23";"08/03/2011 11:23:23";"PRODUCT 4";"South Korea";"Neva Hunger";"88.679"
"YELLOW";"13,016.237";"Company 7";"ADVANCED";"WIN";"13/10/2010 05:16:23";"06/02/2011 05:16:23";"PRODUCT 8";"France";"Jerri Preble";"68.229"
"RED";"8,171.554";"Company 4";"STANDBY";"WIN";"13/10/2010 21:11:23";"30/01/2011 21:11:23";"PRODUCT 3";"Norway";"Jamie Gilbeau";"11.264"
"RED";"8,934.252";"Company 1";"EARLY";"LOST";"14/10/2010 20:58:23";"17/02/2011 20:58:23";"PRODUCT 1";"Australia";"Darryl Innes";"12.42"
"GREY";"9,820.299";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"24/10/2010 10:31:23";"09/02/2011 10:31:23";"PRODUCT 5";"United States";"Julio Burdge";"43.091"
"GREY";"12,822.959";"Company 9";"STANDBY";"QUALIFIED";"04/10/2010 08:42:23";"03/02/2011 08:42:23";"PRODUCT 10";"Norway";"Julio Burdge";"36.682"
"RED";"12,737.721";"Company 9";"STANDBY";"LOST";"13/10/2010 21:44:23";"21/01/2011 21:44:23";"PRODUCT 10";"Sweden";"Jamie Gilbeau";"7.375"
"GREEN";"8,397.574";"Company 5";"STANDBY";"WIN";"18/10/2010 11:25:23";"13/02/2011 11:25:23";"PRODUCT 8";"Italy";"Neva Hunger";"99.653"
"GREEN";"12,174.083";"Company 5";"STANDBY";"STANDBY";"13/10/2010 19:38:23";"08/02/2011 19:38:23";"PRODUCT 1";"Japan";"Jamie Gilbeau";"90.859"
"GREEN";"10,849.746";"Company 3";"ADVANCED";"DEMO";"12/10/2010 11:06:23";"23/01/2011 11:06:23";"PRODUCT 6";"Japan";"Jerri Preble";"94.064"
